ID,Product Name,Units Per Case
d2ea7c91-76bd-4a63-a89d-285b30e6973f,Stiiizy - Kush Mints Live Resin Pod 1g,5
da815c7c-4070-434d-9c05-baea8f4437d5,Stiiizy - Rainbow Kush Live Resin Pod 1g,5
9bcfb824-147d-4818-80a7-562e8f7b38c5,Lime - Sample - King Louis XIII Infused Pre Roll 1.75g,25
a7140d94-01f1-48cc-be27-afcad0c94b62,Lime - Sample - Watermelon Runtz Disposable 1g,20
aed95592-9494-4469-b255-133958eaf493,Ghost Pack - Biscotti Runtz 3.5g,32
2315e982-9dfe-474d-b6d9-1898c84a496f,Stiiizy - Biscotti All In One .5g,10
85aafd19-c4d0-4be9-a967-eae6b8489fb7,Ghost Pack - Escobar 3.5g,32
17115f7f-a6e3-4ae4-b515-92d538876c42,Do Not Use - Stiiizy - Live Resin Blue Cookies Pod .5g,5
b3fcf9b1-1140-4ee4-959d-141f40a4fa92,Lime - Sample - Peach Ringz Live Resin Wet Batter 1g,10
0f26cbab-aa14-45ac-8dbd-59f8d809dfc8,Stiiizy - Premium Jack All In One .5g,40
f8ed3d52-8cb8-46a7-a624-77ffaf1f32b9,Lime - Sample - Hybrid Preroll 1g,25
1cf01913-94ba-44c5-9258-c4df669f4736,Lime - Sample - Green Crack Live Resin Budder 1g,10
23c98795-14e5-4bc5-b91c-d853c64d8279,Stiiizy - Triangle Mintz Live Resin Pod .5g,5
51d3cce7-8d7c-4df6-b34f-6b5aacf49125,Stiiizy - Ice Cream Mintz Live Resin Pod .5g,5
6b29d557-db19-4ef6-afc8-85cfa6373e99,Stiiizy - Sour Gorilla Live Resin Pod .5g,5
7d4a89eb-74b8-43a8-b1f7-67633babea9a,Stiiizy - Grape Pie Live Resin Pod .5g,5
9710a84b-c7a3-4af8-9370-d4207f181c6f,Stiiizy - Blue Cookies Live Resin Pod .5g,5
97cc1eb8-281c-440c-8aca-c80ee53f2e5b,Stiiizy - Berry Zkittles Live Resin Pod .5g,5
a8392b25-a3ef-4776-9451-9a42f7ad1ada,Stiiizy - Gelato Mintz Live Resin Pod .5g,5
57e7b781-e08d-4f41-84ac-551381180a49,Lime - Green Crack Live Resin Budder 1g,10
d73437f9-a137-41e9-b95f-8ab26c235304,Stiiizy - Banana Mango Live Resin Pod .5g,5
d96e2e0c-f9b2-4125-87b1-bedbeeeeab84,Stiiizy - Bubblegum Gelato Live Resin Pod .5g,5
da415e3f-d51c-49eb-b081-f5e0f9a06f63,Stiiizy - White Raspberry Live Resin Pod .5g,5
e29d72ae-bc73-4c2c-b733-f5e5cc3abe74,Stiiizy - Legend OG x GG4 Live Resin Pod .5g,5
f9f62b56-0116-497f-9315-9b325d4fd8d7,Stiiizy - Cherry Haze Live Resin Pod .5g,5
d158b57b-5946-4441-b71f-0e787b080515,Lime - Sample - Tropicana Cookies Live Resin Budder 1g,10
5114c439-1576-4a2a-a323-b9644a499db2,Lime - Sample - Watermelon Live Resin Syrup 1000mg,10
b91efb04-f3cc-40c0-9c2b-d30591fb2962,Lime - Sample - Green Apple Live Resin Syrup 1000mg,10
dee1fdf8-5154-43c1-a459-ef8a77db6fe8,High 90's - Highwalker OG Disposable 1g,10
f781eae2-220d-4ff4-b9a9-2db5f81b9792,Astronauts - Space Gelato 3.5g,32
a31c6495-1295-4f39-b211-6f8b3dee7b5f,Astronauts - Space Milks  3.5g,32
dd842761-e9c5-4218-9a88-0f0582412b58,Jeeter - Apples & Bananas Infused Baby Preroll 5pk 2.5g,25
ef04b6a4-b9d7-40e9-a870-b21ea105c667,Jeeter - Gelato Liquid Diamond Vape 1g,25
6344cd4a-0bd8-4b1e-a6a6-895a30027ac5,Stiiizy -  Northern Lights Liquid Diamonds Pod 1g,5
fb852ad1-1cb2-4985-a63f-f3327c7170d6,Lime - Sample - Jack Herer Disposable 1g,20
71e84f80-ac02-4040-9ad0-2d6e10f4a172,Elyon - Tiramisu 3.5g,32
094904ba-3046-49c7-b59f-8061f7ceac2d,Lime - Peach Ringz Live Resin Wet Batter 1g,10
b1af16dd-681a-4808-82e7-76597efd3105,Lime - Tropicana Cookies Live Resin Budder 1g,10
07e7a8de-a93f-4787-8cb3-4de01eb85d23,Feelz - Hello Gello 3.5g,32
fde3a87e-0307-4899-8466-94a9eecc1efd,Lime - Sample - Mango Kush Disposable 1g,20
b2355d28-ed96-4949-977a-d7e0c5a7b265,Lime - Sample - Indica Preroll 1g,25
c68e8769-89cd-4984-b095-b8d3d0e887f1,Stiiizy - Black - Cocolato 3.5g,20
c2352193-ce25-4e77-a79f-f8850b42a9b7,Do Not Use Presidential - Moxie Collaboration Preroll 1g,20
a16afa98-1fa1-4964-af45-44dca23495a4,Do not use Stiiizy - 40 Mini Preroll Blue Burst 2.5g,10
1bfc0d8f-e727-412b-b353-4d1d9afa7357,Do Not Use - Stiiizy - Mango Tango Gummies 100g,10
5c19b4ea-5d7b-4fcf-a209-30d0bd1dcf35,Kush Queen - THC Lube 30mg,12
3a54d7e8-d01a-4745-9735-a700bea84c3b,Stiiizy - Sample - Lemon Cherry Gelato  3.5g,1
267a514f-a5c0-4a10-96bf-67a32072b995,Stiiizy - Black - Black Cherry Gelato 3.5g,20
7dc36a76-c46c-43e4-a01b-14caf5230a5b,Almora - Tres Leches 3.5g,32
89537ae9-a5a3-4a42-87ae-a33e988fa844,Kurvana - Lemon Haze ASCND 1g,10
93237437-6f89-44f9-be72-af90ee4e1133,Yummi Karma - Sample - Mint Chocolate Chip 30:1 Tincture,
ba8f29a6-e629-4b4a-817e-aa75be8393df,Yummi Karma - Sample - Summer Pop Tincture,
74e604d5-471d-4f56-b424-6fba0e2f7f20,Claybourne Co. - Durban Poison Power Pack 4.5g,20
8fbca139-74f6-4b2b-9b0f-09d2e86d388b,Claybourne Co. - Hash Burger Power Pack 4.5g,20
6a39e57e-6e61-456d-8f1c-f377ca616afc,Claybourne Co. - Blue Dream 7g,16
33c7fcf4-640c-4476-915b-3c773f8f150b,Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,12
767927cb-8fc7-47e7-84eb-946d38cc194c,Dr. Norm's - Original Crispy Rice Bar 100mg,12
1e2497f8-ff6f-4c1a-b86b-e1b0613656b5,Dr. Norm's - Pecan Shortbread Cookies 10pk 100mg,12
904bd7a5-5a11-473e-8573-59ccbfd88880,Dr. Norm's - Chocolate Chip Cookies 10pk 100mg,12
9836dd74-ef83-4f8e-9dd7-bb7a442cce5d,Dr. Norm's - Red Velvet Cookies 10pk 100mg,12
b3c01d68-5f55-4b38-862d-7b1446077094,Dr. Norm's - Peanut Butter Chocolate Chip Cookies 10pk  100mg,12
ae8bb454-db20-4c05-8a75-b9ae7af41723,Coastal Cowboys - Candy Jack 3.5g,32
6671eb3e-14c6-4f94-9b04-97dccbdccf47,Coastal Cowboys - GMO 28g,12
3c90ba14-86d8-48c0-a37e-85b942f13f3c,Coastal Cowboys - GovernMint Oasis 28g,12
9da6c2bb-75a0-4d9d-abbd-53dc060a6cfc,Bear Labs - Pineapple Party Live Resin Budder 1g,10
faea6b76-1c52-4246-97c6-df4e4d6753a2,Almora - Kush Mints 3.5g,32
576cdf0f-d32e-43f1-a6ab-26f68a6f72ae,Bear Labs - Tropicana Cherries Tier 3 Rosin 1g,10
ef6125ab-777e-42a0-b80c-21a54585c74b,Almora - Sample - Kush Mints 3.5g,32
76fd0ad2-d364-4263-aa61-3459664ee5b3,Feelz - Double Stuffed Smalls 3.5g,32
afcacc15-14c8-474a-a7c4-ff22d2ccbe34,Feelz - Berry Blast Smalls 3.5g,32
0c9b8560-e010-403b-a408-de1ad06c9c47,CES - Kiwi Thin Mint Live Resin Budder 1g,10
12096516-a979-477c-acc9-4b68157b0a83,Papa & Barkley - Guava Passionfruit 1:1 CBD Kitchen Gummies 100mg,12
c519e5e0-4a5c-40f9-9042-c55bb82c5710,WVY - Supra Sour Budder 1g,10
06d8f145-ace5-4bb4-95c8-b1776a4a372b,Humboldt Trees - Roll's Choice Preroll .7g,32
5a9fbfd6-87aa-42eb-8fed-b94c2d54b1bf,Humboldt Trees - Gary Payton Preroll .7g,32
d0744a38-5f01-4e3f-903d-c5429a92377d,CES - Ghost Train Haze Live Resin Budder 1g,10
d8c2f462-b21d-4f5b-b2e2-774f47dbe6ff,Almora - Sour Tangie 3.5g,32
12e25385-b684-43e3-9347-dfa083ee0904,Juiced - Grey - Cereal Milk 3.5g,32
4042f59f-598f-463b-b012-46861a50c59d,WVY - Lemon Cherry Gelato 1g,10
09662c5a-a146-4ad3-860b-e21d44c5f830,Kurvana - Sample - Sunset Tea CBD Originals .5g,
72294a59-278e-444a-b3b1-25710585b4aa,WVY - Afghan Kush Budder 1g,10
9e591cf8-793c-42ab-89ec-df17f33ea5aa,Yummi Karma - Sample - Birthday Cake Tincture 1000mg,
5f540286-5395-489c-bbe5-c9aaf1320d12,Bear Labs - Starburst Tier 2 Live Rosin 1g,10
bc836928-9eea-4856-90cd-4cdabee4637a,Almora - NYC Sour Diesel 3.5g,32
5e1e6388-ca20-4851-8a6b-2765861a3c6c,Yummi Karma - Sample - Drift Away Tincture 300mg,
1f64b5ac-fcd4-4bfb-8b3c-0c826e4ddd82,Maven - Honey Lemon Hibiscus Preroll 1g,30
aaf2d14c-2eb0-41f2-a768-a6835a0f7686,Maven - Sample - Grape Ambrosia 3.5g,32
ff9db96c-b753-4576-8b61-df892fbd12aa,Maven - French Laundry Preroll 1g,30
63585efb-0a5e-4930-be82-84268a7d8101,Paper Planes - Cereal Milk Shatter 1g,20
87f6ec35-5201-4692-ac5c-1932ea0e2a0a,Paper Planes - Black Dynamite Shatter 1g,20
ca1d8bc6-670d-48dc-801e-617a02bce4b9,Outrun - Snow Bud 3.5g,32
9b881879-c6a9-4c39-81be-04499c9ca6f7,Stiiizy - Blueberry Yum Yum Live Resin Diamonds 1g,10
4caacc6c-217b-471b-ba95-d7021b14f9e0,Petra - Sample - Moroccan Mint 100mg,1
f6bac31b-b094-4d9f-82fc-4b67b7f6fce2,Haven - Main Collection - Be Nice Women's Tee (M),1
749405c4-4a40-4ecd-8af7-b74f93844963,Stiiizy - Black - Zberriez - 3.5g,20
d360970a-293c-42da-b318-167445a13a7f,Stiiizy - Black - Goats Milk  3.5g,20
30b043bf-f2f7-4be4-a95c-fe115742d072,Plug Play - Exotics That Juice 1g,10
eacdd1c3-3ea3-4020-8254-2ff0591900fc,Rove - Sample - Blueberry Kush Ice Pack Preroll 5pk 2.5g,
8af56509-b2cc-49d7-b4ac-76b46ac9e61c,Turn - Cucumber Crisp Turn Up Disposable 1g,10
7f55c793-2f26-4f89-a119-499b8718901b,Rove - Sample - Purple Trainwreck Ice Pack Preroll 5pk 2.5g,
7538f4e1-1798-47b8-8941-56d68a728c44,Heavy Hitters - Sample - Durban Poison x Strawberry Danish Rosin Jelly Joint 1.6g,
221f474b-c3de-4576-ad98-b43f7e3a712c,Heavy Hitters - Sample - Orange Push Pop x GMO Rosin Jelly Joint 5pk 0.5g,
bc0dab65-0547-4b5d-8dd8-c0afc1f23f08,Heavy Hitters - Sample - Resurrect Recovery: Pomegranate Kush 100mg THC/100mg CBG Gummy Pack,
07aeb682-489a-4852-b79a-a027cfd3edb9,Heavy Hitters - Sample - Midnight Cherry 1:1THC/CBN 100mg Gummy Pack,
c9e12451-6de6-45e2-a271-0af791aa5773,Rove - Sample - Acapulco Gold Ice Pack Preroll 5pk 2.5g,
561da365-9893-4cec-bd83-de2b9a092a63,West Coast Cure - Sample - London Truffles  3.5g,16
b8096ba7-3412-46a5-9e2f-cae9e7ff271b,Rove - Purple Trainwreck Ice Pack Preroll 5pk 2.5g,10
b809c2b1-94e0-4504-8f04-091333d39cd6,Rove - Sample - Peaches N' Cream Ice Pack Preroll 5pk 2.5g,
f5e90888-471a-4e96-b720-5536d2a027ed,West Coast Cure - Watermelon Zkittlez Infused Preroll 5pk 3.25g,10
2dc5c152-1d11-4702-bcb9-e92b174f7b46,Rove - Watermelon Zkittlez Ice Pack Preroll 5pk 2.5g,10
29002a9b-2bbf-4ea0-a2fc-dcc7996e1471,Rove - Maui Waui Ice Pack Preroll 5pk 2.5g,10
30b111f7-5771-4fea-ae46-4a09e450280c,West Coast Cure - Frozen Cherries Jefferey Infused Preroll 5pk 3.25g,10
4782e1a6-6a20-444c-9099-0fed74fbfdfc,Jeeter - Grapefruit Romulan Liquid Diamonds Vape 1g,25
3db7dc92-f448-41be-bcd6-41f02e872ae3,Kurvana - Sample - Chocolope Sauce Carbon21 Disposable .5g,
7ee38503-b265-46f9-8f83-c1bc7973d327,Stiiizy - 2:1 THC:CBN Crimson Berry Gummies,10
d5f589b4-a532-4f3b-a9a9-502a997dd741,High Gorgeous - Sample - Ice Goddess Menthol Roll On 1:1 THC:CBD 750mg,
b921c983-bb4d-4d4f-8d7a-7bf204f88cdd,High Goddess - Sample - Sun Siren Aloe Roll On 1:1 THCmg:THCmg 500mg,
917aa9a8-ea8c-4832-8d02-ab644399c2e9,Almora - Lemon GMO 3.5g,32
c80026e5-8da0-472b-aedc-8a383e4c4d5e,Almora - Cherry Kush 3.5g,32
3cb2c719-7d78-45a4-8517-4ad2fb44a88b,Almora - Funky Charms 3.5g,32
9cf807b7-1cf1-4552-b7df-113072c2f2b0,Almora - Grapefruit 3.5g,32
c1af4f90-dc50-461b-8bba-794688e90719,Almora - Lemon Kush 3.5g,32
50652b33-c247-4a61-b01b-e05d7198f45e,Almora - Santa Cruz Blue 3.5g,32
466b053b-9aeb-4568-a8bd-e9399ac1cee7,Turn - Watermelon Sugar High Disposable 2g,
c655cf8a-6816-4cee-8a97-0bfa56cadbdb,Sherbinskis - Rainbow Runtz Live Resin Vape 1g,25
70cbb524-2579-4190-82c1-e532aea08833,Camino - Boysenberry Chews 100mg,20
6e2478f9-2e6a-4112-923f-9cc23da483bc,Kurvana - Sample - Sour Diesel Originals .5g,
3692f516-e03a-4845-97e6-3031e83d734f,Presidential - Classic Moonrocks 3.5g,32
4233a334-2d90-4272-a162-efa0a98385e4,Feelz - Sample - Gelonade Smalls 3.5g,
a59c8e34-4091-4bd5-81b5-f74be730d866,Stiiizy - Papaya Punch Live Resin Pod 1g,5
c666c276-54da-446f-a226-c223d2e7984f,Sip Elixirs - Sample - Sunset Punch 100mg,64
4343368d-d47e-4b30-be02-ed26536b6417,Buddies - GG4 Live Resin Vape 1g,12
cb6a6d04-9504-47f4-b379-797f4fbab1df,Haven - Main Collection - BIC Lighter,50
b80270cc-ab00-41c5-bf92-6dbee46656ea,Elyon - Citrus Crush 3.5g,32
b71fcaab-8eda-467b-a5ee-9aca5855ad29,Elyon - Fatso 3.5g,32
8a9d73f8-1cc3-4113-a991-a69ee037946d,Camino - Sparkling Pear Gummies 3:1 CBD 40mg,20
005728aa-ca60-49a6-bdec-014b0435a7e2,Camino - Sample - Midnight Blueberry Gummies 5:1 CBN 10mg,32
5d7f3a0e-6e8d-4774-b5ba-8820c4217527,Elyon - Grapes n Creme Dank Diamonds Infused Pre-Roll 1.1g,25
d32df10f-3d31-4143-98de-c518f54f2169,Elyon - Tropical Paradise  Dank Diamonds Infused Pre-Roll 1.1g,25
f14541ee-97fc-48df-9b9f-0bfe8f1f008e,Stiiizy - Sample - Pineapple Express 40's Infused Flower 7g,
6410866b-256e-45b7-b973-1c361c9aad5d,Stiiizy - Sample - Sour Apple Gummies 100mg,
39fab948-d6c5-46f3-b56d-166041ceb8d6,Rove - Punch Vape .5g,10
76e45261-d64d-4240-80ea-ff596e277940,Pro Farms - Gush Mintz Live Rosin Cart 1g,36
baa4e6f6-f902-48a7-9e44-2dd502bb3e82,Feelz - Sample - Pineapple Express Smalls 3.5g,
29343b0e-bf3c-439e-9805-b739f360f40e,Stiiizy - Sour Tangie Pod 1g,5
8bbbc598-535c-407b-9e76-f87756fd6309,Puffco - Peak Travel Pack Black,1
dca13db6-a0d2-4fee-98b2-dea0579e9529,Maven - Sample - Opal Preroll 1g,30
96fdf582-b48e-4ecd-9a87-5c4a644fc598,Stiiizy - Caribbean Breeze Nano Gummies 100mg,10
4c9403b1-2781-47e2-8206-a2f8e7764c78,West Coast Cure - Key Lime Jack Live Resin Badder 1g,10
0a37317c-5f1e-4491-b51d-853b029e43b5,Stiiizy - Sample - Fruit Punch Gummies 100mg,
c1396919-29e7-40cd-8953-14f2abc5464c,Stiiizy - Sample - Lemon Cherry Gelato Liquid Diamonds All in One 1g,
3c94053e-fb1b-4754-a5a1-d7d9822939a4,West Coast Cure - Sample - Key Lime Jack Live Resin Badder 1g,10
fcdd123c-4c14-47a0-bbee-dda08a114779,Haven - Limited Edition - How To Dab Mat,
f0446a05-7707-4c46-8263-4f89226450cc,Happy Fruit - Sample - Watermelon Lifted Lemonade 2pk 20mg,30
4434ebd4-202f-433b-bdef-60010e9493b8,Stiiizy - Apple Fritter All In One .5g,40
17995f4e-3e72-48c0-a661-9f3d26b74c8e,Rove - Sample - Ice Packs Rosin 5pk Purple TrainWreck prerolls,
39f6d6cb-5463-49e2-aeb5-ff22d17d6957,Lime - Cherry Pie Live Resin Diamonds 1g,10
680f9612-15de-4439-a5f6-f99867449621,Lime - Grape Pie Live Resin Diamonds 1g,10
a4c4c89a-c0e0-4ca1-a794-50ec32062276,Feelz - Sour Sashay Smalls 3.5g,32
b5c462af-c9d1-46e1-8abb-7d9d09acf4f6,West Coast Cure - White Truffles Smalls 7g,16
fa7fbbb5-2777-446f-8604-b72731c24006,Elyon - Elyon OG Dank Diamonds Infused Pre-Roll 1.1g,25
cb41e701-ffe3-4c02-bbdc-7e1015388c18,West Coast Cure - Sample - Gorilla Zkittlez  Live Resin Sugar 1g,10
0f204d22-382c-433d-a614-94a7739eea43,Elyon - Gelonade Dank Diamonds Infused Pre-Roll 1.1g,25
6a3c821f-dff7-4197-902c-75bf45ca9aad,Elyon - Grape Ape Dank Diamonds Infused Pre-Roll 1.1g,25
1ab0fe8a-8fcb-4c0f-9859-f9212bee2876,Fleetwood - Sample - Modified Grapes 3.5g,
293c7cbc-9167-489a-b981-49cd3fb5751b,Stiiizy - Sample - Biscotti 40's Infused Flower 7g,
fcdcf379-b1fc-4f72-a37c-9d85b3a297aa,Lime - Green Apple Live Resin Syrup 1000mg,10
0c2da409-256e-4856-9698-5e3f1f79857e,Stiiizy - Sample - Watermelon Wave Gummies 100mg,
322d5b43-1122-4282-9a6d-1386922b5ea4,Stiiizy - Sample - Blue Raspberry Blast Gummies 100mg,
1aef3cb1-3d4a-4098-a6e0-76bb23891f38,Feelz - Cherry Punch Smalls 3.5g,32
41390b45-fd44-451b-a0fa-b3d54bb0d85a,Elyon - Watermelon Mimosa 3.5g,32
ec6abccb-830e-4571-b992-b7f17f09aed7,Stiiizy - Sample - Tahoe OG Liquid Diamonds All In One 1g,
375f7f8f-aa43-4f01-a408-7f7eb5c9ae20,Elyon - Vanilla Biscotti 3.5g,32
a1973843-db3a-4eba-8b98-3802fa9ac66c,Stiiizy - Sample - White Widow Liquid Diamonds All In One 1g,
fdaf332e-6e9e-42c7-8ab0-d66f47e13728,West Coast Cure - Sample - Fruit Gushers Live Resin Badder 1g,
f0aeaea9-22f5-47b5-b534-05f5f852526e,Stiiizy - Sample - Blue Dream Mini Infused Preroll 5pk 2.5g,
b999b57b-95ae-4876-81ea-03bea2c9e126,Fog City Farms - Sample - Grapehead Gelato Preroll 1g,
38497b7c-ca68-47d1-a6bd-090f3aa4f04f,Stiiizy - Sample - Pineapple Express Mini Infused Preroll 5pk 2.5g,
bb953449-48e4-45ae-af43-294deade63e8,Ghost Pack - Sample - VVS 1.5g,
9c18bf19-ca24-48de-84e3-0dd84040d69b,West Coast Cure - Bacio Gelato Mini Preroll 6pk 2.1g,10
43f6acf6-dd22-4582-b6f7-54b1471a051e,West Coast Cure - SFV OG Live Resin Sugar 1g,10
13fcf661-0b76-4ca3-a1fe-aae720dbe730,West Coast Cure - Gelonade OG Smalls 7g,16
42e7d592-b5be-40de-92be-9ce27ccd8af5,Jeeter - Watermelon Zkittlez Liquid Diamonds Vape 1g,25
22085cf7-480c-45eb-9958-bebac4c96216,Jeeter - Punch Breath Live Resin Disposable .5g,10
5c6320d8-c4fb-4ed6-b317-8146fd51a40e,Almora - Motor Breath 3.5g,32
d7f81630-755e-4a5a-9dfb-a7786045b06d,Ghost Pack - VVS 3.5g,32
e0c22529-8374-465d-a122-ec0734bbeda7,Claybourne Co. - Lemon Granita Power Pack 4.5g,20
e561fce4-91bd-4d39-85ce-d607f2565dc0,Kurvana - G.S Cookie Originals 1g,10
24c7b899-3de8-4ca7-b11e-873cbd13dead,Jeeter - Tropicana Infused XL Preroll 2g,10
240d3cf0-6398-43e9-a2e6-be847a02d4c9,Juiced - Grey - Jungle Crack 3.5g,32
4ddc3223-99ac-429b-80fd-142cfa22ea2a,Kiva - Birthday Cake White Chocolate 100mg,20
bd28861d-3518-4395-880d-426ba876721b,Kiva - Milk Chocolate 100mg,20
4c402ffb-db92-4d76-9b24-44edf57b9782,Kurvana - Northern Lights ASCND 1g,10
23425cb2-378d-4f84-bad6-85418fd3639b,Kurvana - Pink Sherbet ASCND 1g,10
d4ad8b04-6d44-4408-b291-cec669b5bd6b,West Coast Cure - Blueberry Haze Jefferey Infused Preroll 1.2g,10
09c36665-45e9-40fb-a987-f7bff221498b,Feelz - Vanilla Frosting Preroll 3pk 3.5g,25
423b4ded-7e64-44fd-b6a4-760d9696c212,Jeeter - Berry White Infused Baby Preroll 5pk,25
2e30e82f-b2ad-41f7-bf03-697a853a19db,Turn - Strawberry Haze Turn Up Disposable 1g,10
b65cbdcc-df2c-4a9d-bc1e-80e171ef2515,Fog City Farms - Bubble Bath 3.5g,16
5cc5e353-b600-4ae7-a8a7-f8a283173f4a,Lokaal - Gelato 41 x Animal Mints 3.5g,32
2cf1719a-d3b1-482e-9569-9c25783a7fda,Do Not Use - Stiiizy - Fruit Punch Splash Gummies 100g,10
496e718d-96f0-4953-a2f8-f472b5e0fb7c,Maven - Cherry Gas 3.5g,32
ca9bf20e-5c49-46bb-b237-4ee2b5245769,Maven - Opal Preroll 1g,30
a5cc0508-9714-4b12-a7db-462242c5862f,Stiiizy - Peach Gelato 3.5g,20
09d8ef91-b379-4aa3-b0c0-466e6a036e42,Fog City Farms - Sample - Paradise Citrus Preroll 1g,
3b94ee8b-0755-43b5-8e5a-4b72b6a87925,Stiiizy - Lemon Cake Live Resin Pod .5g,5
f284e688-1e83-40e7-b9c6-9763d287c3b1,Planta - Cleopatra 3.5g,32
e9762315-3da7-49fa-83ef-52e4942d0b60,Stiiizy - Sample - Pineapple Express 40's Infused Blunt 2g,
2f30ecf2-7086-4237-837b-5efc52d59e72,Ghost Pack - Sample - Phantom Fuel 1.5g,
f664f161-b304-4756-a96b-a99bb6e4de0f,Presidential - Pink Cookies THC Design Preroll 1g,10
4bbd7ae5-1e69-4cfa-a474-b2dc8f2c9563,Presidential - XJ-13 THC Design Blunt 1.5g,10
4974b7e0-8eff-4580-baf5-e7924a1d9e30,Fog City Farms - Sample - Bubble Bath  3.5g,
7f39c8b8-d9bb-4878-a0cc-b1316c253d8a,Turn - Dragon Fruit Acai Turn Down Disposable 1g,10
8f77bdf4-71cb-4bff-86e1-b8c53fa146af,Stiiizy - Sample - Purple Zlushie Liquid Diamonds All In One 1g,
c6c9ef78-f756-4773-8398-417c83e1f558,Stiiizy - White - Rainbow Mintz 3.5g,20
694fb930-737b-4a83-bdf3-1194d57d433e,Fog City Farms - Sample - Chemistry 3.5g,
e282bc0b-95f0-41dc-8548-3205cb9b6127,Fog City Farms - Sample - Cherry Paradise x Pacific Gas Preroll 1g,
d6b498a3-9903-4867-9800-7c59ccfca98c,Stiiizy - Purple - Apple Fritter x Sherb 3.5g,5
7b5e42bf-41b5-4369-ab17-d0ae3cd2453c,Stiiizy - Sample - Strawberry Shortcake Liquid Diamonds All In One 1g,
d93bcf3d-6992-427e-9568-10bac3a7716f,Turn - Mango x Guava OG Turn Down Disposable 1g,10
a7a57070-8256-4596-bc67-14b13c1e72cc,Fog City Farms - Sample - Hashburger 3.5g,16
44cf72b9-4375-4a59-b9bd-e37db60461ff,Turn - Neon Nectar Turn Down Disposable 1g,10
7763777e-f08f-40bd-8654-fe4695f94f61,Fog City Farms - Sample - Mendo Breeze 7g,
e46f8949-5775-4c38-8b06-a24559c9a96a,Turn - Granddaddy Purple Turn Down Disposable 1g,10
5de9a542-bb0e-47e4-a17e-e26a18ffde6b,Fog City Farms - Sample - Pacific Gas 3.5g,16
750b58b2-50b5-4ab2-a28f-e48c0209ff4c,Rove - Ape Vape 1g,10
c037cd2f-3458-459f-be31-4f8de94391c5,Wyld - Pear 1:1 THC:CBG Gummies 100mg,40
9cea12c4-c5a0-477b-a5a1-616f8f3d8472,Turn - Watermelon Sugar High Turn Down Disposable 1g,10
a7f8e94b-1aa3-463a-a244-8027a7e0cf7d,Stiiizy - Sample - Gelato Mini Infused Blunts 5pk 2.5g,
03ca64b9-03e0-46f8-b50e-6e6428e6ea85,Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,10
89e24a2f-cec0-4f67-85c3-0f80f7f1d50f,Stiiizy - 420 Doorduster Bong Kit,
526e335e-77ae-4815-aa39-f96174ac0c32,West Coast Cure - Ashram Kush Cold Cure Live Rosin Badder 1g,6
27fb12e5-a3f7-474a-807e-315351ae39a6,West Coast Cure - Blackberry Kush Jefferey Infused Preroll 1.2g,10
945251d8-43b9-4ec2-94be-840ca15b9a93,Fog City Farms - Sample - Paradise Citrus 3.5g,
98856790-7c4c-4f3a-879a-5533040f4b04,Rove - Sherbet Vape 1g,10
3ebc17c3-1abb-488a-8ec1-009b1668d2a2,Stiiizy - Sample - Biscotti Mini Infused Blunts 5pk 2.5g,
3907d764-1fce-4c84-8ffe-57129be3f4b3,West Coast Cure - Orange Cookies Jefferey Infused Preroll 1.2g,10
5714592d-e9d8-478c-a8a7-483234d656d5,West Coast Cure - First Class Funk Cold Cure Live Rosin Badder 1g,6
4f2ad719-9225-4bbb-a746-3b498b604231,Stiiizy - Sample - Purple Punch Mini Infused Blunts 5pk 2.5g,
9b60c033-268d-46fe-8da6-8ad5e5797698,West Coast Cure - Jack Herer Live Resin Sauce 1g,10
1f3856da-3f2f-4c07-9be8-32d19e449d16,West Coast Cure - Mango Haze Jefferey Infused Preroll 1.2g,10
027862d5-afca-4500-bbeb-3dd8b8fb1edd,West Coast Cure - Sour Berry Punch Diamonds 1g,10
ea05d22e-909d-482d-9625-424a8c08de86,West Coast Cure - Strawberry Banana Live Resin Sauce 1g,10
874f6d58-bd9b-4d0b-b352-b1e71d2412f7,West Coast Cure - Strawberry Banana OG Preroll 1g,10
5a9a5aa3-53d8-439d-b869-ee3dfc26c76f,West Coast Cure - Ultra Jack Live Resin Sugar 1g,10
2ee02f7f-2bf7-4530-ac75-e9689b068c0b,Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,40
d0863892-3cd7-4703-b392-e51d370e3b43,Wyld - Huckleberry Hybrid Gummies 100mg,40
dc767d64-b3b8-4187-b2d1-833354eb3089,Wyld - Peach 2:1 CBD:THC Gummies 100mg,40
a29ac6ae-058d-4a9b-96fd-a34193f61be1,Jeeter - Autumn Haze Infused Preroll 5pk 2.5g,25
e59c7ad8-97b7-428b-b7da-29b8593a8d25,Stiiizy - Sample - King Louis XIII 40's Infused Blunt 2g,
8a5ec201-219d-4dff-aef4-de9d99d7697a,Wyld - Sour Cherry Gummies 100mg,40
a9832e25-ccb9-4cd5-8a4d-837e9ea14d18,West Coast Cure - Tangie Preroll 1g,10
559287f9-257f-43a3-84e8-08c8f7772bd4,West Coast Cure - Blue Dream Jefferey Infused Preroll 5pk 3.25g,10
