Delivery Date,Delivery Date (UTC),Order Number,Product,Product Id,Quantity,Customer,Customer Id,Metrc Manifest Number,Invoice Numbers
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Midnight Blueberry Gummies 5:1 CBN 100mg,b97f136f-6b42-4a25-b345-a6dd3c8a3a36,40,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Astronauts - Space Black Cherry 3.5g,d26042f9-d32b-43e8-b3de-2468802a6cce,96,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dr. Norm's - MAX Peanut Butter Chocolate Chip Cookie 100mg,8d5c189b-461f-4f71-be85-1dedb85119f5,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,33c7fcf4-640c-4476-915b-3c773f8f150b,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Jeeter - Granddaddy Purp Infused XL Preroll 2g,82d9be2f-16e1-4f63-826b-3b1990d916db,10,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Good Tide - Passion Fruit Gummies 1:1:1 THC:CBD:CBN,8b93fffe-41cb-43d9-9580-19eacfaf9ea3,40,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Crave - Mini Rainbow Crunch Chocolate 10mg,9216037b-cd7a-4459-b577-4255fa19dfcd,50,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Almora - Cherry Haze 3.5g,287aa255-6f27-4397-9ae4-b94b378a107f,64,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Flavorade - Gello Vape 1g,933b0c91-a075-4505-802c-19b416c36a3a,10,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Strawberry Sunset Sours Gummies 100mg,222e5c3c-0cc9-491b-89c5-1dc17c4d76dc,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Watermelon Lemonade Gummies 100mg,c71953da-9545-483e-b8b3-2f3c9d338bb9,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Flavorade - Orange Zerealz Vape 1g,cb7f4031-dd69-4232-a159-7fe1e5c628e9,10,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Crave - Peanut Buttercup Chocolate 100mg,a8e86bdf-63c7-4aeb-ac8e-9a8cb4b15e71,10,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Mango Serenity Gummies 1:1 CBD 100mg,7a6cc91e-a88c-4a03-b064-2eabfb95876e,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Fog City Farms - Pacific Gas 3.5g,fa1d1337-48ca-4439-b4df-023dfca98f96,32,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Fog City Farms - Santa Cruz Dream Smalls 7g,506b72f2-bc28-4cc9-b62c-c9ae4b2ecc5d,16,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dunzo - Animal Mintz Preroll 1g,b49e36f4-6a01-4cb7-ac34-f05e8badb577,200,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Crave - Mini Cookies and Cream Chocolate 10mg,8254566b-b67a-4a1f-a45c-770f78df7265,50,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dunzo - Watermelonicious Disposable 1g,f09e3acd-84e8-4b9f-bb35-4aa81a92f90c,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Watermelon Spritz Sours Gummies 100mg,9e77a9b7-0518-4cd5-8edb-2697c6d63e0f,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Block Party - Skywalker OG 28g,c19affc2-cee1-4754-a02f-0df2db0ef0b5,24,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Block Party - Skywalker OG 7g,f6b1e303-1d18-46b1-9a7d-9541045fa431,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,3123fe3e-7b3d-442f-9efb-b761f445453b,60,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Block Party - Skywalker OG 7g,f6b1e303-1d18-46b1-9a7d-9541045fa431,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Blem -  Unruly OG Preroll 3.75g 5pk,4e700448-fa3f-4030-b4bd-2fc379803c31,25,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dr. Norm's - Salted Caramel Blondie 100mg,3a469d21-2373-46b5-817c-d95469e2a131,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Tropical Burst Sour Gummies 2:1 THCv 100mg,007e194e-865e-436e-98d5-453b7520eeda,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Besos - Chile Mango Gummies 100mg,c13ba454-ba94-4a54-a5ed-44f6ed9b8aba,60,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dunzo - King Candy OG Vape 1g,aa64c504-62cd-4181-b964-a2e1611fa1d8,25,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Jeeter - Blue ZKZ Infused Preroll 1g,89895131-6d83-48bc-9ba5-174829d0badc,25,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dunzo - 510 Battery,3f08ccce-c0cb-4b27-b45e-88722f460797,30,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Fog City Farms - Pacific Gas Smalls 7g,b94769f1-be24-476b-b8df-1edc46a2e2f2,64,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dope St. Exotics - Garlic Oil 14g,8fc11521-7824-4655-aea9-258187ae7d4b,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Astronauts - Space Sour 3.5g,b06d6624-5f7d-45f3-b6c1-e5ac9bf5632b,30,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Bear Labs - Garlic Juice Tier 3 Live Rosin 1g,c26c0a92-9500-4c63-af5f-a63bed9cc179,18,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Good Tide - Pineapple Uplifting Rosin Gummies 100mg,704050de-a944-44a1-8fc0-1be599dc6f2c,40,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Almora - Rebel 3.5g,86f48d42-e96e-4900-81e1-1a3ec87db629,96,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Fog City Farms - Hashburger Smalls 7g,17980797-af06-4362-bd3e-3031c56aa800,80,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Jeeter - Acapulco Gold Liquid Diamonds Vape 1g,e8466729-990f-4d20-86dc-e49577fbb157,50,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dr. Norm's - Chocolate Fudge Brownie 100mg,3ee76dfe-0411-48f0-bd0e-9949cd62cc7c,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dr. Norm's - MAX Red Velvet Cookie  100mg,a7ccc3e7-b859-4266-b07d-b89e870fded9,24,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,CES - Fruit Punch #4 Budder 1g,5e1f0bf6-498d-4687-999d-4be12ca09632,10,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Blem - Rail Up Preroll 3.75g 5pk,f75a4698-cadc-4c4a-91a6-cd898d26ddd8,25,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Astronauts - Space Gelato 3.5g,f781eae2-220d-4ff4-b9a9-2db5f81b9792,128,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Pineapple Habanero Gummies 100mg,ae7894f6-3811-4a34-8f45-d1907d148d56,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,a41f378e-b516-4585-bcea-8faae9f12951,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dunzo - Pink Runtz Preroll 1g,8643e28f-a608-486e-af01-ac09cd6e4b01,200,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Camino - Wild Berry Gummies 100mg,d08aad45-f2ad-46ec-87d5-3b2bbb0a954a,20,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Coastal Cowboys - Blueberry Kush 28g,6d2904bb-8670-4026-991d-116a9324ce4f,96,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Jeeter - Blue ZKZ Infused Baby Preroll 5pk,947fa63d-08f6-4c8f-81bc-447e0664a0c1,50,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Astronauts - Space Dream 3.5g,35516982-1d9f-40c5-9a7c-bd4111c24fcd,64,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Bear Labs - Garlic Juice Tier 3 Live Rosin 1g,c26c0a92-9500-4c63-af5f-a63bed9cc179,2,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dunzo - Sour Tangie Preroll 1g,27bd80f5-f709-4fbe-9852-53c20d89db21,175,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Jeeter - Honey Dew XL Infused Preroll 2g,5fa2fc97-aeb8-4217-aca0-31a4d658310f,10,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Jeeter - Blue Dream Baby Infused Preroll 5pk,6c26edda-bbee-4c10-b2f0-19024d265eb1,50,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Besos - Limonada Pepino Gummies 100mg,85936def-6576-4002-b1cc-cdca49c721a4,30,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Almora - Ridgelion 3.5g,a679d85b-92c9-4a23-b45c-40bbc9b07e3b,64,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dope St. - Jet Fuel Gelato 14g,6794ac9c-087e-4083-b0d1-5e5122c49647,12,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Almora - Lemon OG 3.5g,3007c739-f3fc-47f8-ba32-75d1c2942ab0,64,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Good Tide - Guava Balanced Rosin Gummies 100mg,27d53b5a-13a3-482b-a932-2f7b2caff272,40,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Dr. Norm's - Chocolate Chip Cookie Single 10mg,ee57f281-ac31-45d3-83db-08f0672479da,50,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008481,Astronauts - Space Breakers 3.5g,7667a3fc-e387-407f-9954-1fb8c2b19894,64,Haven DTLB,626420,8678688,INV-0008200
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Cactus Cool Turn Up Disposable 1g,a98a86b3-2f17-40c0-a0f2-bbae9654ed24,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Animal Cookies Preroll 1g,739225e9-9bfb-4ddd-a008-6739a74b08bc,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2ee02f7f-2bf7-4530-ac75-e9689b068c0b,40,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Skywalker Pod .5g,745523a8-6963-4eb0-8bee-131e4b668d27,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Zen Green Tea 10mg,015baea9-d433-4fad-a0e4-820572a10883,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Strawberry Banana OG Preroll 1g,874f6d58-bd9b-4d0b-b352-b1e71d2412f7,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Watermelon Z Pod 1g,b5b52ebf-eda3-4fd9-a962-bf0164dab470,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Milk & Cookies Preroll 1g,4ab68940-136c-4334-a483-a5626f2be8d4,10,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - GMO Mini Preroll 6pk 2.1g,ef3f7390-8f73-4d9a-b7a7-32fcf71e5d35,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Blueberry Night Cap 20:1 THC/CBN 100mg,3dfe5d84-8edd-4c2a-aa95-0ed0f8b41f92,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - The Mandarin Turn Up Disposable 1g,6c1d94d0-5a5e-454d-a732-06685ac010a2,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Lemon Twist Preroll 1g,474cb0c1-2441-4d85-83ab-a872becf81f9,10,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Vet CBD - Regular Strength Tincture 250:12.5mg 2oz,b186a9cc-9545-43fb-99f3-b85aad015eeb,10,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Rainbow Sherbet Preroll 1g,f8d415e8-fe2d-4bef-8a46-8de5d2c5a97d,10,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Traditional - Honey Butter 3.5g,c0fa5e3f-50a4-4366-82c0-6105f98915b1,32,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Skywalker 40's Mini Infused Preroll 5pk,46c408f6-e112-45c9-bcb6-7ce4187d6c49,100,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2f90638e-397d-4239-83b9-6380c77d0b4b,50,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Kiwi Spiked Punch Turn Down Disposable 1g,225c8a1a-487c-4252-8456-b1c27b3c02b9,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Skywalker OG Preroll 1g,4c70566c-c186-40aa-b056-220ebd901518,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Jokerz Gelato Premium Bag 3.5g,f5b0a614-1baa-4876-ae55-86e6fb099cde,96,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Strawberry Kiwi 100mg,24d00487-1721-4814-99a9-f4cf7c9c5963,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Watermelon Sugar High Turn Down Disposable 1g,9cea12c4-c5a0-477b-a5a1-616f8f3d8472,50,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Magic Mango 100mg,632d9518-3e55-45bf-8632-7e1f797127ad,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Traditional - Mamba 24 3.5g,c4b7abd1-2556-4ef2-b33b-57571f58cc00,32,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Sunrise Orange with Caffeine 100mg,9a226fc7-d105-4b50-bf5c-5b8654da18de,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Lemonade Stand Turn Up Disposable 1g,20a02eb3-be1e-4171-88d6-1b170216d858,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Wyld - Sour Cherry Gummies 100mg,8a5ec201-219d-4dff-aef4-de9d99d7697a,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Neon Nectar Turn Down Disposable 1g,44cf72b9-4375-4a59-b9bd-e37db60461ff,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Iced Tea Lemonade 100mg,bba01bf6-bce4-4a06-bac1-d96d9507b078,23,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Strawnana Pod 1g,70f5dd36-1cb7-4edb-892a-b31b38bdc80a,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Wyld - Pear 1:1 THC:CBG Gummies 100mg,c037cd2f-3458-459f-be31-4f8de94391c5,60,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Gelato 41 Live Resin Diamonds 1g,713ae059-cd9b-4a59-83ed-994c67c10648,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Gone Bananas Turn Up Disposable 1g,5e92173e-e809-44dc-bbbe-800f7fcf522f,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Iced Tea Lemonade 100mg,bba01bf6-bce4-4a06-bac1-d96d9507b078,1,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Florida Oranges Headstash 3.5g,7e5f2c29-4ee9-49e6-a5d8-bd6b4b1e9a09,16,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Tangie Mini Preroll 6pk 2.1g,a7a31cbe-15a0-4caa-91f2-fef83777cbd0,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,84e3ae71-ee45-4929-8943-fbd284c24f82,40,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - White Fire Live Resin Diamonds 1g,38b3f888-f5e7-44b7-ab2e-5a5579fe5f61,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Skywalker 40's Mini Infused Preroll 5pk,46c408f6-e112-45c9-bcb6-7ce4187d6c49,50,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Blue Dream Jefferey Infused Preroll 5pk 3.25g,559287f9-257f-43a3-84e8-08c8f7772bd4,10,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Fruit Jelly Live Resin Disposable 1g,0885b560-7566-47ff-bb1f-184ebc494bf2,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Wyld - Marionberry Indica Gummies 100mg,11a58092-a60c-47f2-8602-72c087003b57,40,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Wyld - Boysenberry 1:1:1 THC:CBD:CBN Gummies 100mg,776a4eef-ae16-440d-9353-b1e899b6adfb,40,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Wyld - Huckleberry Hybrid Gummies 100mg,d0863892-3cd7-4703-b392-e51d370e3b43,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Berry Dreamy Turn Down Disposable 1g,21a6bf62-3dc8-4c9e-960c-5dd7efff1a13,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Watermelon Wave 10mg,20e7ce60-9ccb-4214-a3bb-65c353e85aa0,48,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Animal Cookies Live Resin Diamonds 1g,c3e167f9-ceaa-46e6-878a-3af211cec8ee,10,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Blackberry Kush Jefferey Infused Preroll 5pk 3.25g,23175d90-89ab-49c6-b2d0-685576967927,10,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Yummi Karma - Mood Magic Tincture 300mg,0983fe67-3a19-40f0-8790-4bed145beab8,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2f90638e-397d-4239-83b9-6380c77d0b4b,110,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - Garlic Juice Headstash 3.5g,b41e464d-9a92-43ca-88d7-56c7dbab8729,32,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - White Raspberry Pod 1g,eeecd4bf-7427-4c5c-bcec-487c46b343a1,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,WVY - GMO Budder 1g,db12f96d-94f9-452c-8750-616b195e415a,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - Skywalker Pod 1g,2aa13ed6-5267-4a41-a1e6-d960f2099aed,40,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Grape Soda 100mg,f96015a4-1043-4e2b-89aa-5c86fbd383bf,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Wyld - Pomegranate 1:1 Gummies 100mg,d900fff7-6dd9-4fae-aebd-32f61996f97d,20,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Stiiizy - White - Triangle Sherbert 3.5g,e02c6618-cabd-468c-abcf-f4faef42046c,100,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,West Coast Cure - OG Kush Live Resin Disposable 1g,f1e77617-6fdc-4dde-bacb-cc497c1661ee,30,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Uncle Arnie's - Iced Tea Lemonade 10mg,838db0d1-94ba-4342-a1f5-25de8dfeaab8,24,Haven Belmont,626564,8678587,INV-0008197
2025-04-10 17:00:00,2025-04-11 00:00:00.000000Z,SO-0008479,Turn - Hot Girl Summer Turn Up Disposable 1G,148a6981-124c-432a-83e1-8a77c6afe25e,30,Haven Belmont,626564,8678587,INV-0008197
