Product Name,Purchase Order Date,Purchase Order Number,Purchase Quantity
Papa & Barkley - Releaf Tincture THC Rich 1:3 15ml 450mg,2025-01-10 13:56:58,PO-0001210,36
Papa & Barkley - Releaf Tincture THC Rich 1:3 15ml 450mg,2025-02-07 7:44:16,PO-0001294,36
Stiiizy - Orange Sunset Pod 1g,2025-03-21 13:40:13,PO-0001455,300
Stiiizy - Orange Sunset Pod 1g,2025-01-31 10:54:33,PO-0001275,200
Flavorade - Sample - Purple Drank Vape 1g,2025-03-31 16:00:25,PO-0001488,5
Lime - Sample - Gushers Infused Lil' Limes Preroll 5pk 3g,2025-03-03 9:46:34,PO-0001386,10
Lime - Sample - Gushers Infused Lil' Limes Preroll 5pk 3g,2025-01-09 13:06:30,PO-0001206,10
Papa & Barkley - Releaf Tincture THC Rich 1:3 15ml 450mg,2025-03-12 13:22:45,PO-0001422,24
Plug Play - Sample - Exotics Watermelon Sorbet 1g,2025-04-24 13:28:43,PO-0001576,16
Plug Play - Sample - Exotics Watermelon Sorbet 1g,2025-04-24 13:23:19,PO-0001574,15
Plug Play - Sample - Exotics Watermelon Sorbet 1g,2025-04-24 13:26:28,PO-0001575,16
Plug Play - Sample - Exotics Watermelon Sorbet 1g,2025-04-24 13:16:27,PO-0001573,21
Plug Play - Sample - Exotics Watermelon Sorbet 1g,2025-04-24 13:31:48,PO-0001577,16
Papa & Barkley - Releaf Tincture THC Rich 1:3 15ml 450mg,2025-04-10 15:47:56,PO-0001533,36
Lime - Sample - Blue Raspberry Live Resin THC Syrup1000mg,2025-04-25 12:20:27,PO-0001582,10
Presidential - XJ-13 THC Design Moonrocks 2G,2025-03-19 12:45:59,PO-0001445,200
West Coast Cure - Sativa Mix Preroll 6pk 2.1g,2025-01-22 16:54:58,PO-0001249,180
West Coast Cure - Sativa Mix Preroll 6pk 2.1g,2025-03-26 18:08:08,PO-0001474,270
West Coast Cure - Sativa Mix Preroll 6pk 2.1g,2025-02-18 11:30:36,PO-0001352,40
West Coast Cure - Sativa Mix Preroll 6pk 2.1g,2025-03-11 10:23:17,PO-0001415,400
Lime - Sample - Blue Raspberry Live Resin THC Syrup1000mg,2025-04-03 12:31:55,PO-0001505,10
Jeeter - Cannalope Liquid Diamond Vape 1g,2025-03-18 14:46:09,PO-0001441,500
West Coast Cure - Gelato 41 Live Resin Diamonds 1g,2025-04-07 14:14:52,PO-0001522,200
Lime - Sample - Blue Raspberry Live Resin THC Syrup1000mg,2025-03-13 14:39:43,PO-0001429,10
Lost Farm - Mango (Jack Herer) 10:5 THC/THCv 100mg,2025-04-22 15:42:11,PO-0001566,400
Kurvana - Georgia Sky ASCND 1g,2025-03-19 11:50:26,PO-0001444,100
Vuze - G-Tank Live Resin Vape 1g,2025-01-29 10:52:08,PO-0001267,60
Kurvana - Georgia Sky ASCND 1g,2025-01-16 8:42:42,PO-0001224,200
Almora - Sample - OG Lemonade 100mg,2025-03-12 13:22:45,PO-0001422,6
Dunzo - Watermelonicious Vape 1g,2025-04-07 17:26:59,PO-0001524,1724
Dunzo - Watermelonicious Vape 1g,2025-01-28 7:49:45,PO-0001260,1037
Side Hustle - White Cherry Gelato 3.5g,2025-04-21 13:52:28,PO-0001561,611
Dr. Norm's - MAX Red Velvet Cookie  100mg,2025-02-05 10:27:13,PO-0001289,120
Dr. Norm's - MAX Red Velvet Cookie  100mg,2025-04-03 9:57:41,PO-0001504,48
Dr. Norm's - MAX Red Velvet Cookie  100mg,2025-03-17 11:15:43,PO-0001431,96
Dr. Norm's - MAX Red Velvet Cookie  100mg,2025-02-26 11:59:02,PO-0001375,60
Dr. Norm's - MAX Red Velvet Cookie  100mg,2025-04-17 12:54:57,PO-0001555,12
Dr. Norm's - MAX Red Velvet Cookie  100mg,2025-03-06 10:21:22,PO-0001399,36
Blem - Lemon Ting 3.5g,2025-03-10 11:50:41,PO-0001406,256
Camino - Watermelon Lemonade Gummies 100mg,2025-02-03 11:06:47,PO-0001280,260
Dunzo - Wowie Whip Vape 1g,2025-01-28 7:49:45,PO-0001260,990
Wyld - Sour Apple Gummies 100mg,2025-04-05 13:52:13,PO-0001511,200
Wyld - Sour Apple Gummies 100mg,2025-03-28 10:15:19,PO-0001478,120
Wyld - Sour Apple Gummies 100mg,2025-02-21 10:39:30,PO-0001364,120
Bear Labs - Garlic Juice Tier 3 Live Rosin 1g,2025-04-02 11:49:22,PO-0001499,250
Wyld - Sour Apple Gummies 100mg,2025-01-29 12:14:29,PO-0001269,440
Wyld - Sour Apple Gummies 100mg,2025-01-17 13:24:23,PO-0001233,320
Wyld - Sour Apple Gummies 100mg,2025-03-20 14:21:59,PO-0001450,80
Wyld - Sour Apple Gummies 100mg,2025-04-21 9:15:51,PO-0001560,280
Wyld - Sour Apple Gummies 100mg,2025-02-28 10:16:30,PO-0001384,680
Wyld - Sour Apple Gummies 100mg,2025-01-13 9:36:35,PO-0001211,140
Kush Queen - THC Lube 30mg,2025-03-10 16:03:57,PO-0001411,12
Kush Queen - THC Lube 30mg,2025-01-20 15:12:11,PO-0001241,12
Dunzo - Wowie Whip Vape 1g,2025-04-07 17:26:59,PO-0001524,1857
Kush Queen - THC Lube 30mg,2025-02-17 12:17:17,PO-0001343,24
Kush Queen - THC Lube 30mg,2025-02-24 14:52:47,PO-0001368,12
Kush Queen - THC Lube 30mg,2025-01-06 11:25:07,PO-0001191,12
Kush Queen - THC Lube 30mg,2025-03-17 13:29:29,PO-0001434,12
Kush Queen - THC Lube 30mg,2025-02-10 16:48:59,PO-0001324,12
Jeeter - Milk Man Liquid Diamond Vape 1g,2025-02-19 11:20:22,PO-0001355,400
Vuze - Agua Fresca Live Resin Vape 1g,2025-02-07 15:49:51,PO-0001319,100
West Coast Cure - Rozay Premium Bag 14g,2025-01-08 9:19:42,PO-0001201,509
Pretty Dope - Pineapple Whip Terpene-Infused Preroll 1g,2025-04-14 9:23:53,PO-0001542,250
Pretty Dope - Pineapple Whip Terpene-Infused Preroll 1g,2025-01-06 11:25:07,PO-0001191,600
Traditional - Matcha Badder 1g,2025-02-18 9:47:17,PO-0001348,120
Coastal Cowboys - Bubble Tricks 28g,2025-02-24 14:14:30,PO-0001367,788
Pretty Dope - Pineapple Whip Terpene-Infused Preroll 1g,2025-04-14 11:46:55,PO-0001544,400
Pretty Dope - Pineapple Whip Terpene-Infused Preroll 1g,2025-04-21 13:52:28,PO-0001561,300
Pretty Dope - Pineapple Whip Terpene-Infused Preroll 1g,2025-01-20 15:12:11,PO-0001241,175
Stiiizy - Strawberry Cough Pod 1g,2025-01-16 12:02:55,PO-0001226,360
Almora Farm - Green Lantern 3.5g,2025-02-17 15:09:05,PO-0001345,320
Besos - Chile Mango Gummies 100mg,2025-04-05 14:04:58,PO-0001512,4930
Jeeter - Watermelon ZKZ Infused Baby Preroll 5pk 2.5g,2025-02-28 14:53:10,PO-0001385,800
Stiiizy - Strawberry Cough 40's Mini Infused Preroll 5pk,2025-02-14 9:04:49,PO-0001337,110
Presidential - Watermelon Preroll 1g,2025-02-26 15:57:18,PO-0001378,290
Dunzo - 510 Battery,2025-04-01 8:41:11,PO-0001491,2400
Bear Labs - Purple Master Kush Diamonds 1g,2025-01-14 15:43:04,PO-0001216,120
Jeeter - Maui Wowie Infused XL Preroll 2g,2025-02-28 14:53:10,PO-0001385,100
Side Hustle - Watermelon Runtz Live Resin Vape 1g,2025-03-25 9:10:44,PO-0001465,160
Side Hustle - Watermelon Runtz Live Resin Vape 1g,2025-03-17 13:29:29,PO-0001434,60
Side Hustle - Watermelon Runtz Live Resin Vape 1g,2025-02-17 12:17:17,PO-0001343,120
Side Hustle - Watermelon Runtz Live Resin Vape 1g,2025-03-31 15:17:06,PO-0001486,40
Side Hustle - Watermelon Runtz Live Resin Vape 1g,2025-03-03 15:05:57,PO-0001388,60
Side Hustle - Watermelon Runtz Live Resin Vape 1g,2025-02-24 14:52:47,PO-0001368,100
West Coast Cure - Sample - Orange Creamsicle Live Resin Disposable 1g,2025-04-08 7:52:56,PO-0001525,16
West Coast Cure - Papaya x Honey Banana Tier 3 Rosin Cold Cure Badder 1g,2025-02-26 13:22:49,PO-0001377,120
Almora - Smackerz 3.5g,2025-01-17 11:24:42,PO-0001232,768
Not Your Father's - Alpine Splash 100mg,2025-02-27 15:01:01,PO-0001382,96
Not Your Father's - Alpine Splash 100mg,2025-04-17 14:23:02,PO-0001556,312
Not Your Father's - Alpine Splash 100mg,2025-03-25 12:29:28,PO-0001467,696
Not Your Father's - Alpine Splash 100mg,2025-03-18 11:46:50,PO-0001435,264
Not Your Father's - Alpine Splash 100mg,2025-03-31 13:28:37,PO-0001483,360
Not Your Father's - Alpine Splash 100mg,2025-03-10 10:46:40,PO-0001404,120
Not Your Father's - Alpine Splash 100mg,2025-02-20 16:23:48,PO-0001362,240
Nuggies - Donny Burger Smalls 20g,2025-01-20 14:02:47,PO-0001235,1103
Nuggies - Donny Burger Smalls 20g,2025-04-21 15:48:05,PO-0001563,1104
Not Your Father's - Alpine Splash 100mg,2025-02-06 15:50:07,PO-0001293,288
Crave - Sweet Dreams CBN Chocolate 100mg,2025-03-25 9:10:44,PO-0001465,120
Crave - Sweet Dreams CBN Chocolate 100mg,2025-03-10 16:03:57,PO-0001411,40
Lime - Sample - Alien Gas Infused Preroll 1.75g,2025-01-23 14:27:09,PO-0001251,10
Crave - Sweet Dreams CBN Chocolate 100mg,2025-01-14 8:37:03,PO-0001213,20
Crave - Sweet Dreams CBN Chocolate 100mg,2025-03-17 13:29:29,PO-0001434,50
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-02-25 13:24:52,PO-0001372,310
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-04-16 14:40:37,PO-0001553,300
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-03-12 12:52:03,PO-0001421,280
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-02-11 12:17:32,PO-0001325,140
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-01-21 15:42:35,PO-0001244,300
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-03-19 14:01:16,PO-0001446,70
Dr. Norm's - Red Velvet Cookies 10pk 100mg,2025-02-05 10:27:13,PO-0001289,120
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-03-29 12:17:24,PO-0001481,400
West Coast Cure - Cosmic Cookies Headstash 3.5g,2025-02-26 13:22:49,PO-0001377,512
Rove - Maui Waui RTU Reload Live Resin Diamonds Pod 1g,2025-01-07 11:57:39,PO-0001199,50
Crave - Sweet Dreams CBN Chocolate 100mg,2025-04-21 13:52:28,PO-0001561,80
Crave - Sweet Dreams CBN Chocolate 100mg,2025-03-03 15:05:57,PO-0001388,260
Crave - Sweet Dreams CBN Chocolate 100mg,2025-01-20 15:12:11,PO-0001241,80
Kush Queen - Sleep 1:1 Bath Bomb,2025-01-14 8:37:03,PO-0001213,48
Kush Queen - Sleep 1:1 Bath Bomb,2025-02-24 14:52:47,PO-0001368,24
West Coast Cure - Cosmic Cookies Headstash 3.5g,2025-03-11 10:23:17,PO-0001415,304
Traditional -  Mamba 24 Badder 1g,2025-02-07 13:25:04,PO-0001316,100
Traditional -  Mamba 24 Badder 1g,2025-03-18 14:59:23,PO-0001440,180
CES - Marshmellow OG Budder 1g,2025-04-21 15:10:09,PO-0001562,180
Camino - Watermelon Lemonade Gummies 100mg,2025-03-03 16:12:15,PO-0001390,80
Traditional -  Mamba 24 Badder 1g,2025-03-04 13:36:00,PO-0001393,120
Astronauts - Space Dream 3.5g,2025-03-04 13:37:44,PO-0001394,608
Coastal Cowboys - SFV OG 28g,2025-01-27 15:36:23,PO-0001258,326
Kush Queen - Sleep 1:1 Bath Bomb,2025-03-17 13:29:29,PO-0001434,48
Haven - Main Collection - EZ Reach Lighter,2025-01-28 15:34:50,PO-0001265,10560
Haven - Main Collection - EZ Reach Lighter,2025-02-13 13:40:18,PO-0001336,21000
Crave - Sweet Dreams CBN Chocolate 100mg,2025-01-27 12:12:29,PO-0001255,26
Cizi - Purple Octane Preroll 1g,2025-04-23 11:50:52,PO-0001569,600
Traditional - Gelato 3.5g,2025-03-04 13:36:00,PO-0001393,608
Stiiizy - Green Battery,2025-03-21 13:32:24,PO-0001454,30
Stiiizy - Green Battery,2025-02-25 15:17:39,PO-0001374,20
Stiiizy - French Toast Live Rosin Badder 1g,2025-02-14 9:04:49,PO-0001337,200
Stiiizy - Watermelon Z Pod 1g,2025-04-25 10:12:10,PO-0001580,100
Lil' Buzzies - Blockberry Smalls 7g,2025-04-12 9:15:43,PO-0001539,622
Stiiizy - Black - Super Lemon Haze 3.5g,2025-02-14 9:04:49,PO-0001337,300
Pretty Dope - 510 White Battery,2025-03-03 15:51:47,PO-0001389,100
Stiiizy - White - Blue Dream 3.5g,2025-01-16 12:02:55,PO-0001226,360
Pretty Dope - 510 White Battery,2025-01-06 12:51:40,PO-0001193,100
Pretty Dope - 510 White Battery,2025-04-14 12:15:26,PO-0001545,100
Flavorade - Glitter Cookies Vape 1g,2025-03-11 12:50:23,PO-0001419,120
Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,2025-03-06 10:21:22,PO-0001399,36
Presidential - Classic Preroll 1g,2025-02-14 13:42:57,PO-0001340,30
Stiiizy - Watermelon Z Pod 1g,2025-03-12 10:08:33,PO-0001420,300
Side Hustle - King Louie Vape 1g,2025-01-14 8:37:03,PO-0001213,60
Side Hustle - King Louie Vape 1g,2025-01-27 12:12:29,PO-0001255,590
Side Hustle - King Louie Vape 1g,2025-03-10 16:03:57,PO-0001411,250
Side Hustle - King Louie Vape 1g,2025-03-25 9:10:44,PO-0001465,570
Dr. Norm's - Chocolate Fudge Brownie 100mg,2025-03-06 10:21:22,PO-0001399,84
Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,2025-02-26 11:59:02,PO-0001375,120
Pretty Dope - 510 White Battery,2025-01-27 17:03:44,PO-0001259,350
Stiiizy - Watermelon Z Pod 1g,2025-01-31 10:54:33,PO-0001275,300
Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,2025-03-27 12:46:35,PO-0001476,24
Dr. Norm's - Chocolate Fudge Brownie 100mg,2025-01-07 13:47:06,PO-0001200,48
High Five - Platinum Jack 5g,2025-02-10 16:03:47,PO-0001323,1036
Dr. Norm's - Chocolate Fudge Brownie 100mg,2025-02-05 10:27:13,PO-0001289,48
Side Hustle - King Louie Vape 1g,2025-03-17 13:29:29,PO-0001434,370
Pretty Dope - 510 White Battery,2025-03-10 17:13:49,PO-0001412,48
Stiiizy - White Fire Live Resin Diamonds 1g,2025-04-01 15:45:38,PO-0001494,200
Stiiizy - White Fire Live Resin Diamonds 1g,2025-02-14 9:04:49,PO-0001337,400
Stiiizy - White Fire Live Resin Diamonds 1g,2025-04-16 12:41:28,PO-0001550,400
Stiiizy - White Fire Live Resin Diamonds 1g,2025-02-25 14:31:57,PO-0001373,100
Lime - King Louis XIII Infused Lil' Limes Preroll 5pk 3g,2025-03-18 12:24:00,PO-0001437,480
Lime - King Louis XIII Infused Lil' Limes Preroll 5pk 3g,2025-01-20 14:22:21,PO-0001236,169
Lime - King Louis XIII Infused Lil' Limes Preroll 5pk 3g,2025-01-09 13:06:30,PO-0001206,300
Lime - King Louis XIII Infused Lil' Limes Preroll 5pk 3g,2025-02-14 11:24:17,PO-0001339,60
Pretty Dope - 510 White Battery,2025-03-31 15:51:56,PO-0001487,700
Stiiizy - White Fire Live Resin Diamonds 1g,2025-03-21 13:40:13,PO-0001455,300
Side Hustle - King Louie Vape 1g,2025-02-10 16:48:59,PO-0001324,480
Stiiizy - Purple Punch Pod .5g,2025-03-12 10:08:33,PO-0001420,200
Stiiizy - Purple Punch Pod .5g,2025-02-25 14:31:57,PO-0001373,100
Stiiizy - Purple Punch Pod .5g,2025-04-01 15:45:38,PO-0001494,100
Stiiizy - Purple Punch Pod .5g,2025-02-25 14:31:57,PO-0001373,20
Side Hustle - King Louie Vape 1g,2025-01-20 15:12:11,PO-0001241,380
Turn - The Mandarin Turn Up Disposable 1g,2025-03-26 11:19:37,PO-0001472,2000
Turn - The Mandarin Turn Up Disposable 1g,2025-03-13 14:26:51,PO-0001428,1190
Dr. Norm's - NANO Cinnamon Toast Crispy Rice Bar 100mg,2025-02-26 11:59:02,PO-0001375,48
Stiiizy - Strawnana Pod 1g,2025-02-25 14:31:57,PO-0001373,100
Dr. Norm's - NANO Cinnamon Toast Crispy Rice Bar 100mg,2025-01-07 13:47:06,PO-0001200,36
Dr. Norm's - NANO Cinnamon Toast Crispy Rice Bar 100mg,2025-01-21 10:43:34,PO-0001242,36
Dr. Norm's - NANO Cinnamon Toast Crispy Rice Bar 100mg,2025-03-17 11:15:43,PO-0001431,24
Dr. Norm's - NANO Cinnamon Toast Crispy Rice Bar 100mg,2025-02-05 10:27:13,PO-0001289,48
Dr. Norm's - NANO Cinnamon Toast Crispy Rice Bar 100mg,2025-03-27 12:46:35,PO-0001476,72
Bear Labs - Sample - Tallymon x Banana Budder 1g,2025-03-20 15:27:40,PO-0001451,5
CES - 92 OG Budder 1g,2025-03-14 10:14:34,PO-0001430,100
Stiiizy - Strawnana Pod 1g,2025-04-01 15:45:38,PO-0001494,200
Dr. Norm's - Chocolate Fudge Brownie 100mg,2025-03-17 11:15:43,PO-0001431,156
Stiiizy - Strawnana Pod 1g,2025-03-21 13:40:13,PO-0001455,300
Stiiizy - Strawnana Pod 1g,2025-03-12 10:08:33,PO-0001420,200
Stiiizy - Strawnana Pod 1g,2025-04-25 10:12:10,PO-0001580,100
Stiiizy - Strawnana Pod 1g,2025-01-31 10:54:33,PO-0001275,200
Stiiizy - Strawnana Pod 1g,2025-01-22 10:20:28,PO-0001245,320
West Coast Cure - Lemon Sorbet Live Resin Vape 1g,2025-02-12 10:20:00,PO-0001326,150
West Coast Cure - Lemon Sorbet Live Resin Vape 1g,2025-03-26 18:08:08,PO-0001474,450
Jeeter - Blue Dream Baby Infused Preroll 5pk,2025-01-15 12:35:02,PO-0001223,900
Jeeter - Blue Dream Baby Infused Preroll 5pk,2025-03-18 14:46:09,PO-0001441,1500
Stiiizy - Pink Runtz Liquid Diamonds Pod 1g,2025-02-14 9:04:49,PO-0001337,30
Rove - Northern Lights RTU Reload Live Resin Diamonds Pod,2025-03-12 12:52:03,PO-0001421,500
Rove - Northern Lights RTU Reload Live Resin Diamonds Pod,2025-03-29 12:17:24,PO-0001481,440
Rove - Northern Lights RTU Reload Live Resin Diamonds Pod,2025-03-19 14:01:16,PO-0001446,70
Rove - Northern Lights RTU Reload Live Resin Diamonds Pod,2025-01-07 11:57:39,PO-0001199,200
Rove - Northern Lights RTU Reload Live Resin Diamonds Pod,2025-02-11 12:17:32,PO-0001325,780
Stiiizy - Strawberry Cough Pod 1g,2025-02-14 9:04:49,PO-0001337,970
Stiiizy - Strawberry Cough Pod 1g,2025-04-01 15:45:38,PO-0001494,400
Stiiizy - Strawberry Cough Pod 1g,2025-01-22 10:20:28,PO-0001245,270
Papa & Barkley - Releaf CBD Rich 30:1 30ct,2025-01-10 13:56:58,PO-0001210,20
Papa & Barkley - Releaf CBD Rich 30:1 30ct,2025-01-10 13:56:58,PO-0001210,88
West Coast Cure - Sample - All Day Pack Preroll 3pk 3g,2025-04-08 7:52:56,PO-0001525,15
Stiiizy - Pro Red Battery,2025-04-25 11:56:20,PO-0001581,100
High Five - Black Ube 5g,2025-03-17 12:27:02,PO-0001432,343
Dr. Norm's - Red Velvet Cookies 10pk 100mg,2025-01-21 10:43:34,PO-0001242,60
Dr. Norm's - Red Velvet Cookies 10pk 100mg,2025-02-26 11:59:02,PO-0001375,48
MADE - Sample - Gelonade 3.5g,2025-04-01 13:03:32,PO-0001493,74
Rove - Pineapple Express RTU Live Resin Diamonds Vape 1g,2025-04-16 14:40:37,PO-0001553,20
Rove - Pineapple Express RTU Live Resin Diamonds Vape 1g,2025-03-19 14:01:16,PO-0001446,80
Rove - Pineapple Express RTU Live Resin Diamonds Vape 1g,2025-02-11 12:17:32,PO-0001325,120
Rove - Pineapple Express RTU Live Resin Diamonds Vape 1g,2025-03-29 12:17:24,PO-0001481,180
Rove - Pineapple Express RTU Live Resin Diamonds Vape 1g,2025-03-12 12:52:03,PO-0001421,20
Rove - Pineapple Express RTU Live Resin Diamonds Vape 1g,2025-02-25 13:24:52,PO-0001372,70
Dr. Norm's - Red Velvet Cookies 10pk 100mg,2025-03-17 11:15:43,PO-0001431,132
Flavorade - Black Garlic Vape 1g,2025-03-11 12:50:23,PO-0001419,140
West Coast Cure - Bacio Gelato Premium Bag 3.5g,2025-03-11 10:23:17,PO-0001415,160
Jeeter - Durban Poison Infused XL Preroll 2g,2025-04-25 9:03:42,PO-0001578,70
Dr. Norm's - Red Velvet Cookies 10pk 100mg,2025-01-07 13:47:06,PO-0001200,36
Almora - Motor Breath 3.5g,2025-02-20 12:19:56,PO-0001358,384
Martians - Laffy Taffy 3.5g,2025-03-18 14:51:41,PO-0001439,256
Martians - Laffy Taffy 3.5g,2025-01-22 12:26:50,PO-0001246,160
Martians - Laffy Taffy 3.5g,2025-04-02 12:45:25,PO-0001501,224
Martians - Laffy Taffy 3.5g,2025-01-15 10:07:42,PO-0001217,96
Martians - Laffy Taffy 3.5g,2025-02-18 11:18:52,PO-0001351,128
Martians - Laffy Taffy 3.5g,2025-02-07 13:46:57,PO-0001317,128
Vuze - Afghan Princess Live Resin Vape 1g,2025-03-31 16:17:12,PO-0001489,200
Dr. Norm's - MAX Peanut Butter Chocolate Chip Cookie 100mg,2025-02-17 11:56:57,PO-0001341,48
Stiiizy - Birthday Cake Pod 1g,2025-02-25 14:31:57,PO-0001373,430
Stiiizy - Birthday Cake Pod 1g,2025-01-31 10:54:33,PO-0001275,200
Stiiizy - Birthday Cake Pod 1g,2025-03-21 13:40:13,PO-0001455,300
Stiiizy - Birthday Cake Pod 1g,2025-02-14 9:04:49,PO-0001337,160
Flavorade - Sample - Sour Cupcake Vape 1g,2025-04-14 9:05:35,PO-0001540,12
Fog City Farms - Sample - Santa Cruz Dream Smalls 7g,2025-03-25 8:58:46,PO-0001464,20
Fog City Farms - Sample - Santa Cruz Dream Smalls 7g,2025-01-23 8:22:31,PO-0001250,20
Uncle Arnie's - Iced Tea Lemonade 10mg,2025-03-03 16:22:11,PO-0001391,192
Uncle Arnie's - Iced Tea Lemonade 10mg,2025-04-02 11:31:22,PO-0001497,240
Uncle Arnie's - Iced Tea Lemonade 10mg,2025-03-13 11:07:43,PO-0001427,336
Uncle Arnie's - Iced Tea Lemonade 10mg,2025-01-17 10:35:21,PO-0001230,552
Stiiizy - Birthday Cake Pod 1g,2025-04-01 15:45:38,PO-0001494,300
West Coast Cure - Strawberry OGz Tier 3 Rosin Cold Cure Badder 1g,2025-01-14 9:36:51,PO-0001214,100
Uncle Arnie's - Iced Tea Lemonade 10mg,2025-01-07 10:20:49,PO-0001198,312
Stiiizy - Birthday Cake Pod 1g,2025-01-22 10:20:28,PO-0001245,70
Uncle Arnie's - Iced Tea Lemonade 10mg,2025-04-22 16:47:13,PO-0001567,120
Fog City Farms - Sample - Santa Cruz Dream Smalls 7g,2025-01-16 16:05:22,PO-0001229,20
Fog City Farms - Sample - Santa Cruz Dream Smalls 7g,2025-04-25 9:47:23,PO-0001579,20
Stiiizy - Green Crack Liquid Diamonds Pod 1g,2025-02-14 9:04:49,PO-0001337,30
Fog City Farms - Sample - Santa Cruz Dream Smalls 7g,2025-03-06 10:25:48,PO-0001400,20
Fog City Farms - Sample - Santa Cruz Dream Smalls 7g,2025-04-05 11:51:48,PO-0001510,20
Uncle Arnie's - Sample - Grape Soda 100mg,2025-02-07 13:57:33,PO-0001318,24
Uncle Arnie's - Sample - Grape Soda 100mg,2025-02-07 13:57:33,PO-0001318,48
Jeeter - Pina Colada Infused XL Preroll 2g,2025-04-25 9:03:42,PO-0001578,290
Turn - Cactus Cool Turn Up Disposable 1g,2025-02-24 16:23:17,PO-0001370,530
Turn - Cactus Cool Turn Up Disposable 1g,2025-03-26 11:19:37,PO-0001472,800
Turn - Cactus Cool Turn Up Disposable 1g,2025-03-26 11:19:37,PO-0001472,10
Stiiizy - Purple Punch Pod .5g,2025-03-21 13:40:13,PO-0001455,100
Turn - Cactus Cool Turn Up Disposable 1g,2025-03-13 14:26:51,PO-0001428,540
Dr. Norm's - Chocolate Fudge Brownie 100mg,2025-01-21 10:43:34,PO-0001242,72
Dr. Norm's - Chocolate Fudge Brownie 100mg,2025-02-26 11:59:02,PO-0001375,84
Lime - Purple Zaza Infused Lil' Limes Preroll 5pk 3g,2025-01-30 11:51:05,PO-0001271,220
Jeeter - Blue Legacy Infused Preroll 0.5g,2025-03-24 11:28:09,PO-0001460,50
Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,2025-03-17 11:15:43,PO-0001431,204
Side Hustle - Strawberry Pop Preroll 1g,2025-03-25 9:10:44,PO-0001465,200
Side Hustle - Strawberry Pop Preroll 1g,2025-03-17 13:29:29,PO-0001434,400
Side Hustle - Strawberry Pop Preroll 1g,2025-01-27 12:12:29,PO-0001255,1000
Side Hustle - Strawberry Pop Preroll 1g,2025-03-10 16:03:57,PO-0001411,400
Stiiizy - Purple Punch Pod .5g,2025-01-31 10:54:33,PO-0001275,100
Side Hustle - Strawberry Pop Preroll 1g,2025-02-17 12:17:17,PO-0001343,250
Side Hustle - Strawberry Pop Preroll 1g,2025-03-25 9:10:44,PO-0001465,300
Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,2025-01-07 13:47:06,PO-0001200,60
Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,2025-01-21 10:43:34,PO-0001242,144
Dr. Norm's - Fruity Pebbles Crispy Rice Bar 100mg,2025-02-05 10:27:13,PO-0001289,156
Lime - Sample - Peach Ringz Infused Lil' Limes Preroll 5pk 3g,2025-04-03 12:31:55,PO-0001505,10
Camino - Watermelon Spritz Sours Gummies 100mg,2025-03-13 11:28:06,PO-0001426,600
Lime - Sample - Peach Ringz Infused Lil' Limes Preroll 5pk 3g,2025-04-25 12:20:27,PO-0001582,10
Lime - Sample - Peach Ringz Infused Lil' Limes Preroll 5pk 3g,2025-03-03 9:46:34,PO-0001386,10
Camino - Watermelon Spritz Sours Gummies 100mg,2025-02-24 13:53:57,PO-0001366,80
Flavorade - Lavender Lemonade Cured Resin Vape 1g,2025-01-07 9:35:16,PO-0001197,100
Camino - Watermelon Spritz Sours Gummies 100mg,2025-03-03 16:12:15,PO-0001390,140
Stiiizy - Purple Punch Pod .5g,2025-01-22 10:20:28,PO-0001245,40
Yummi Karma - Just Peachy 30:1 CBD Tincture 1030mg,2025-02-24 14:52:47,PO-0001368,72
Pretty Dope - Strawberry Mimosa Terpene-Infused Preroll 1g,2025-02-17 12:17:17,PO-0001343,500
Pretty Dope - Strawberry Mimosa Terpene-Infused Preroll 1g,2025-03-31 15:17:06,PO-0001486,700
Jeeter - Pina Colada Infused XL Preroll 2g,2025-03-18 14:46:09,PO-0001441,180
Pretty Dope - Strawberry Mimosa Terpene-Infused Preroll 1g,2025-01-27 12:12:29,PO-0001255,2500
Pretty Dope - Strawberry Mimosa Terpene-Infused Preroll 1g,2025-03-17 13:29:29,PO-0001434,1000
Yummi Karma - Just Peachy 30:1 CBD Tincture 1030mg,2025-02-17 12:17:17,PO-0001343,96
West Coast Cure - Tangie Preroll 1g,2025-02-04 15:52:41,PO-0001288,70
Yummi Karma - Just Peachy 30:1 CBD Tincture 1030mg,2025-03-17 13:29:29,PO-0001434,48
Turn - Hot Girl Summer Turn Up Disposable 1G,2025-02-10 15:37:13,PO-0001321,350
